SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate
"51002","75419","1","2025","Normal","Star Wars","Licensed","Ultimate Collector Series","Death Star","X","75419-1","999.99","899.99","1299.99","999.99","05/09/2025 00:00:00","04/02/2026 00:00:00","9023","40","sw0156,sw0532,sw1201,sw1202,sw1249,sw1263,sw1326,sw1373,sw1375,sw1453,sw1454,sw1455,sw1456,sw1457,sw1458,sw1459,sw1460,sw1461,sw1462,sw1463,sw1464,sw1465,sw1466,sw1467,sw1468,sw1469,sw1470,sw1471,sw1472,sw1473,sw1474,sw1475,sw1476,sw1477,sw1478,sw1479,sw1480,sw1481,sw1482,","Box","LEGO exclusive","6529122","6529121","5702017824185","673419407397","48","52.3","38.3","","79","70","27","18","","1686","2328","42","21","X","0","980.3300","","César Soares,","01/10/2025 00:00:00","31/12/2028 00:00:00"
"26725","75192","1","2017","Normal","Star Wars","Licensed","Ultimate Collector Series","Millennium Falcon","X","75192-1","849.99","734.99","1049.99","849.99","10/01/2018 00:00:00","04/02/2026 00:00:00","7541","8","sw0532,sw0661,sw0676,sw0677,sw0700,sw0841,sw0878,sw0879,","Box","LEGO exclusive","6175771","6175770","5702015869935","673419267656","53.3","46","38.5","","21","84","56","16","","23836","10417","15","61","X","39","644.7600","522.9000","Hans Burkhard Schlömer,","01/10/2017 00:00:00","31/12/2026 00:00:00"
"31235","75313","1","2021","Normal","Star Wars","Licensed","Ultimate Collector Series","AT-AT","X","75313-1","849.99","734.99","1049.99","849.99","05/12/2021 00:00:00","23/11/2024 00:00:00","6785","9","sw1104,sw1139,sw1175,sw1176,sw1177,sw1178,sw1179,sw1180,sw1181,","Box","LEGO exclusive","6333003","6333002","5702016913866","673419340618","49.9","49.9","37.9","","","","","18","","9908","6594","8","49","X","21","919.1700","816.6000","Henrik Andersen,","26/11/2021 00:00:00","31/12/2024 00:00:00"
"32401","75331","1","2022","Normal","Star Wars","Licensed","Ultimate Collector Series","The Razor Crest","X","75331-1","599.99","519.99","759.99","599.99","27/09/2022 00:00:00","28/11/2025 00:00:00","6187","4","sw1113,sw1242,sw1243,sw1244,","Box","LEGO exclusive","6378936","6378869","5702017155579","673419357517","52.3","48","23.8","","","","","18","","8101","4946","14","15","X","10","548.4500","457.6100","César Soares,","03/10/2022 00:00:00","31/12/2025 00:00:00"
"47231","75367","1","2023","Normal","Star Wars","Licensed","Ultimate Collector Series","Venator-class Republic Attack Cruiser","X","75367-1","649.99","559.99","849.99","649.99","13/09/2023 00:00:00","04/02/2026 00:00:00","5374","2","sw1315,sw1316,","Box","LEGO exclusive","6427714","6427713","5702017421476","673419377065","","","","","","","","18","","5567","4936","13","12","X","10","455.2300","413.3300","Hans Burkhard Schlömer,","01/10/2023 00:00:00","31/12/2026 00:00:00"
"5860","10179","1","2007","Normal","Star Wars","Licensed","Ultimate Collector Series","Ultimate Collector's Millennium Falcon","X","10179-1","499.99","342.49","","","24/10/2007 00:00:00","04/05/2010 00:00:00","5197","5","sw0011a,sw0174,sw0175,sw0176,sw0179,","Box","LEGO exclusive","4566078","4495738","5702014499874","673419079419","65.2","48","19.2","","","","","16","","4893","10456","1","5","X","68","397.1100","721.7100","","01/10/2007 00:00:00","31/12/2009 00:00:00"
"28594","75252","1","2019","Normal","Star Wars","Licensed","Ultimate Collector Series","Imperial Star Destroyer","X","75252-1","699.99","614.99","849.99","699.99","01/10/2019 00:00:00","20/10/2022 00:00:00","4784","2","sw1043,sw1044,","Box","LEGO exclusive","6251819","6251818","5702016371116","673419304245","53.3","46","38.5","12.42","","","","16","","10056","8159","10","16","X","24","1051.3500","751.5900","Henrik Andersen,","01/10/2019 00:00:00","31/12/2022 00:00:00"
"25864","75159","1","2016","Normal","Star Wars","Licensed","Ultimate Collector Series","Death Star","X","75159-1","499.99","409.99","599.99","487.39","01/10/2016 00:00:00","22/11/2020 00:00:00","4016","27","sw0156,sw0521b,sw0527a,sw0529,sw0532,sw0552,sw0585,sw0634a,sw0635,sw0636b,sw0700,sw0768,sw0769,sw0770,sw0771,sw0772,sw0773,sw0774,sw0775,sw0776,sw0777,sw0778,sw0779,","Box","LEGO exclusive","6136731","6136729","5702015593946","","58.5","49","19","","","","","14","","7580","8613","8","47","X","17","1084.4600","756.4100","Niels M. Frederiksen,","01/10/2016 00:00:00","31/12/2020 00:00:00"
"50268","75397","1","2024","Normal","Star Wars","Licensed","Ultimate Collector Series","Jabba's Sail Barge","X","75397-1","499.99","429.99","649.99","499.99","18/09/2024 00:00:00","04/02/2026 00:00:00","3942","11","sw0486,sw1196,sw1201,sw1383,sw1384,sw1385,sw1386,sw1387,sw1388,sw1389,sw1390,","Box","LEGO exclusive","6471488","6471487","5702017590202","673419390781","","","","","","","","18","","4630","3645","9","14","X","4","393.0400","331.3600","César Soares,","03/10/2024 00:00:00","31/12/2026 00:00:00"
"6522","10188","1","2008","Normal","Star Wars","Licensed","Ultimate Collector Series","Death Star","X","10188-1","399.99","274.99","499.99","419.99","21/06/2008 00:00:00","19/12/2015 00:00:00","3803","24","sw0011a,sw0040b,sw0156,sw0157,sw0161a,sw0175,sw0176,sw0179,sw0188,sw0204,sw0205,sw0206,sw0207,sw0208,sw0209,sw0210,sw0211,sw0212,sw0213,sw0215,sw0217,","Box","LEGO exclusive","4566085","4513386","","673419130578","58.801","50.1904","17.6022","8.31","","","","12","","16048","9288","3","9","X","143","777.8700","564.5200","Bas Brederode,Bjarke Lykke Madsen,","01/09/2008 00:00:00","31/12/2010 00:00:00"
"4799","10143","1","2005","Normal","Star Wars","Licensed","Ultimate Collector Series","Death Star II","X","10143-1","269.99","249.99","","","24/10/2007 00:00:00","10/04/2009 00:00:00","3449","","","Box","LEGO exclusive","4249925","4249925","","673419057271","59.3","51","21.2","","","","","16","","3203","9214","1","4","X","26","2929.3200","966.9900","","01/09/2005 00:00:00","31/12/2007 00:00:00"
"23529","75059","1","2014","Normal","Star Wars","Licensed","Ultimate Collector Series","Sandcrawler","X","75059-1","299.99","249.99","349.99","299.99","04/05/2014 00:00:00","21/11/2016 00:00:00","3296","14","sw0373,sw0527,sw0550,sw0551,sw0555,sw0559,sw0560,sw0561,sw0562,sw0587,sw0589,sw0590,","Box","LEGO exclusive","6061446","6061445","5702015123815","","58.1914","48.006","16.9926","4.48","","","","14","","12004","11377","7","51","X","38","543.5300","395.1400","","01/05/2014 00:00:00","31/12/2016 00:00:00"
"31231","75309","1","2021","Normal","Star Wars","Licensed","Ultimate Collector Series","Republic Gunship","X","75309-1","399.99","344.99","499.99","399.99","02/08/2021 00:00:00","01/03/2024 00:00:00","3292","2","sw1146,sw1165,","Box","LEGO exclusive","6333016","6333015","5702016914573","673419340144","58.2","48","17","","33","68","74","18","","9429","5039","9","27","X","16","417.5200","329.3100","Hans Burkhard Schlömer,","01/08/2021 00:00:00","31/12/2023 00:00:00"
"30732","75290","1","2020","Normal","Star Wars","Licensed","Master Builder Series","Mos Eisley Cantina","X","75290-1","399.99","344.99","499.99","399.99","17/09/2020 00:00:00","15/10/2024 00:00:00","3187","21","sw0532,sw0554,sw0700,sw0771,sw0778,sw0893,sw0897,sw0898,sw1046,sw1085,sw1124,sw1125,sw1126,sw1127,sw1128,sw1129,sw1130,sw1131,sw1132,","Box","LEGO exclusive","6294188","6294187","5702016663495","673419321419","58.2","48","12.4","","19","52","58","18","","17422","6959","7","73","X","23","411.0500","354.1400","César Soares,","01/10/2020 00:00:00","31/12/2024 00:00:00"
"8733","10221","1","2011","Normal","Star Wars","Licensed","Ultimate Collector Series","Super Star Destroyer","X","10221-1","399.99","349.99","499.99","","27/08/2011 00:00:00","03/06/2014 00:00:00","3152","5","sw0277,sw0280,sw0350,sw0351,sw0352,","Box","LEGO exclusive","4593091","4593091","","673419145701","58.5","49","19","","","","","16","","8209","12963","1","29","X","43","1261.7500","698.1600","","01/09/2011 00:00:00","31/12/2014 00:00:00"
"32","10030","1","2002","Normal","Star Wars","Licensed","Ultimate Collector Series","Imperial Star Destroyer","X","10030-1","269.99","249.99","","","24/10/2007 00:00:00","26/11/2008 00:00:00","3096","","","Box","LEGO exclusive","4174165","4174165","","673419014472","59.3","51","21.2","","","","","16","","4522","8114","1","2","X","165","1173.7500","566.6500","","06/12/2002 00:00:00","31/12/2007 00:00:00"
"51017","75409","1","2025","Normal","Star Wars","Licensed","Ultimate Collector Series","Jango Fett's Starship","X","75409-1","299.99","259.99","379.99","299.99","16/04/2025 00:00:00","04/02/2026 00:00:00","2970","2","sw1406,sw1407,","Box","LEGO exclusive","6529120","6529119","5702017824178","673419407380","37.8","55.5","13.2","","","","","18","","4662","3024","9","17","X","5","251.4800","228.0200","Jackson Hughes,","01/05/2025 00:00:00","31/12/2027 00:00:00"
"27833","75222","1","2018","Normal","Star Wars","Licensed","Master Builder Series","Betrayal at Cloud City","X","75222-1","349.99","299.99","399.99","341.17","02/10/2018 00:00:00","23/11/2019 00:00:00","2812","20","sw0527a,sw0532,sw0585,sw0636b,sw0700,sw0762,sw0823,sw0831a,sw0958,sw0969,sw0970,sw0971,sw0972,sw0973,sw0974,sw0975,sw0976,sw0977,","Box","LEGO exclusive","6212823","6212822","5702016111200","","58.2","48","12.4","","","","","14","","4970","6969","10","59","X","14","929.1200","651.9900","Hans Burkhard Schlömer,","01/10/2018 00:00:00","31/12/2019 00:00:00"
"7681","10212","1","2010","Normal","Star Wars","Licensed","Ultimate Collector Series","Imperial Shuttle","X","10212-1","259.99","245.99","309.99","","02/09/2010 00:00:00","20/12/2012 00:00:00","2503","5","sw0188,sw0277,sw0292,sw0293,sw0294,","Box","LEGO exclusive","4559643","4559643","","673419131261","58.2","48","9.1","","","","","16","","7896","12894","8","27","X","89","966.9300","534.3300","Adam Grabowski,","01/09/2010 00:00:00","31/12/2012 00:00:00"
"45538","75371","1","2023","Normal","Star Wars","Licensed","Episode VI","Chewbacca","X","75371-1","199.99","179.99","259.99","209.99","22/08/2023 00:00:00","19/06/2025 00:00:00","2319","1","sw0532,","Box","Retail","6440299","6440298","5702017462851","673419381376","37.8","58.2","10.3","","","","","18","","3376","1343","7","9","X","0","175.7100","138.7400","César Soares,","01/09/2023 00:00:00","31/12/2024 00:00:00"
"31229","75308","1","2021","Normal","Star Wars","Licensed","Miscellaneous","R2-D2","X","75308-1","239.99","209.99","299.99","239.99","29/07/2021 00:00:00","16/01/2025 00:00:00","2314","1","sw1085,","Box","LEGO exclusive","6332985","6332984","5702016914191","673419340953","37.8","58.2","10.3","","31","19","15","18","","12969","3751","8","22","X","5","198.3000","88.4100","","01/05/2021 00:00:00","31/12/2024 00:00:00"
"24627","75098","1","2016","Normal","Star Wars","Licensed","Ultimate Collector Series","Assault on Hoth","X","75098-1","249.99","229.99","299.99","249.99","01/05/2016 00:00:00","24/11/2017 00:00:00","2144","15","sw0568,sw0678,sw0708,sw0724,sw0725,sw0726,sw0727,sw0728,sw0729,sw0730,sw0731,sw0734,sw0735,sw0736,","Box","LEGO exclusive","6100670","6100669","5702015352604","","58.1914","48.006","9.0932","2.96","","","","12","","5216","6294","8","34","X","16","552.0000","418.1500","Hans Burkhard Schlömer,","01/05/2016 00:00:00","31/12/2017 00:00:00"
"9286","10225","1","2012","Normal","Star Wars","Licensed","Ultimate Collector Series","R2-D2","X","10225-1","179.99","149.99","229.99","","04/05/2012 00:00:00","08/11/2014 00:00:00","2127","1","sw0217,","Box","LEGO exclusive","4657540","4657538","5702014846647","673419169103","37.8","58.2","10.3","","","","","16","","12064","6711","6","26","X","47","201.0700","98.0100","","01/05/2012 00:00:00","31/12/2014 00:00:00"
"23682","75060","1","2015","Normal","Star Wars","Licensed","Ultimate Collector Series","Slave I","X","75060-1","199.99","179.99","229.99","199.99","01/01/2015 00:00:00","15/01/2019 00:00:00","1996","4","sw0585,sw0610,sw0611,sw0612,","Box","LEGO exclusive","6061449","6061447","5702015123822","","58.1914","37.7952","11.811","3.05","20","45","37","14","","21271","9767","8","29","X","58","463.3200","368.1300","Hans Burkhard Schlömer,","01/01/2015 00:00:00","31/12/2018 00:00:00"
"22807","10236","1","2013","Normal","Star Wars","Licensed","Ultimate Collector Series","Ewok Village","X","10236-1","249.99","199.99","299.99","249.99","01/09/2013 00:00:00","29/11/2016 00:00:00","1990","17","sw0011a,sw0236,sw0338,sw0365,sw0366,sw0367,sw0451,sw0504,sw0505,sw0508,sw0509,sw0510,sw0511,sw0512,sw0513,","Box","LEGO exclusive","6025079","6025078","5702014974777","","58.1914","48.006","9.0932","3.15","","","","12","","14472","11863","6","54","X","24","628.8900","496.0800","","01/09/2013 00:00:00","31/12/2016 00:00:00"
"27832","75181","1","2018","Normal","Star Wars","Licensed","Ultimate Collector Series","Y-wing Starfighter","X","75181-1","199.99","169.99","249.99","199.99","05/05/2018 00:00:00","24/11/2019 00:00:00","1967","2","sw0932,sw0933,","Box","LEGO exclusive","6212525","6212524","5702016109665","","58.2","37.8","11.8","","","","","14","","9915","6208","10","17","X","35","458.1900","348.0800","Jordan Scott,","04/05/2018 00:00:00","31/12/2019 00:00:00"
"45527","75355","1","2023","Normal","Star Wars","Licensed","Ultimate Collector Series","X-wing Starfighter","X","75355-1","239.99","209.99","319.99","239.99","06/04/2023 00:00:00","28/01/2026 00:00:00","1949","2","sw1202,sw1267,","Box","LEGO exclusive","6427694","6427693","5702017421384","673419376976","58.2","37.8","8.7","","","","","18","","8580","3116","10","11","X","13","208.0500","151.1600","Henrik Andersen,","01/05/2023 00:00:00","31/12/2025 00:00:00"
"48802","75382","1","2024","Normal","Star Wars","Licensed","Ultimate Collector Series","TIE Interceptor","X","75382-1","229.99","199.99","299.99","229.99","16/04/2024 00:00:00","04/02/2026 00:00:00","1931","2","sw1331,sw1339,","Box","LEGO exclusive","6471486","6471485","5702017590196","673419390774","55.5","37.8","10.3","","","","","18","","5736","3188","7","12","X","4","191.4800","179.2100","Henrik Andersen,","01/05/2024 00:00:00","31/12/2026 00:00:00"
"31951","75341","1","2022","Normal","Star Wars","Licensed","Ultimate Collector Series","Luke Skywalker's Landspeeder","X","75341-1","239.99","209.99","299.99","239.99","07/05/2022 00:00:00","07/12/2024 00:00:00","1890","2","sw0778,sw1209,","Box","LEGO exclusive","6378944","6378877","5702017155647","673419357586","58.2","37.8","8.7","","","","","18","","10614","3065","7","11","X","8","201.3100","137.8700","César Soares,","04/05/2022 00:00:00","31/12/2024 00:00:00"
"21","10018","1","2001","Normal","Star Wars","Licensed","Ultimate Collector Series","Darth Maul","X","10018-1","149.99","","","","","","1868","","","Box","LEGO exclusive","4170128","4170128","5702014156845","","57.6","48","11.4","","","","","14","","1465","4137","1","1","X","18","7488.2600","693.0300","","29/10/2001 00:00:00","31/10/2002 00:00:00"
"29355","75255","1","2019","Normal","Star Wars","Licensed","Episode III","Yoda","X","75255-1","99.99","104.99","139.99","119.99","04/10/2019 00:00:00","26/10/2022 00:00:00","1771","1","sw0707,","Box","Retail","6251762","6251761","5702016370775","673419304405","35.4","37.8","11.8","","","","","10","","12999","2249","2","4","X","16","99.0500","60.4500","Niels M. Frederiksen,","04/10/2019 00:00:00","31/12/2022 00:00:00"
"29250","75244","1","2019","Normal","Star Wars","Licensed","Miscellaneous","Tantive IV","X","75244-1","199.99","179.99","269.99","194.95","05/05/2019 00:00:00","28/11/2020 00:00:00","1768","6","sw0527a,sw0700,sw0995,sw1035,sw1036,sw1037,","Box","LEGO exclusive","6251815","6251814","5702016371109","","58.2","37.8","10.3","","14","62","19","12","","12385","6813","10","27","X","36","288.7800","219.9800","César Soares,","04/05/2019 00:00:00","31/12/2020 00:00:00"
"7086","10195","1","2009","Normal","Star Wars","Licensed","The Clone Wars","Republic Dropship with AT-OT","X","10195-1","249.99","183.99","349.99","","27/03/2009 00:00:00","25/11/2011 00:00:00","1758","8","sw0191,sw0201,","Box","LEGO exclusive","4657550","4530962","","673419169110","58.2","48","9.1","","","","","14","","4721","10949","6","11","X","100","2028.8400","889.4400","","01/05/2009 00:00:00","31/12/2011 00:00:00"
"22","10019","1","2001","Normal","Star Wars","Licensed","Ultimate Collector Series","Rebel Blockade Runner","X","10019-1","200","","","","","","1747","","","Box","Retail - limited","4170129","4170129","5702014156852","673419012683","65.2","48","11.4","","","","","14","","2827","7089","1","3","X","64","820.0000","537.2500","","05/11/2001 00:00:00","31/12/2003 00:00:00"
"25727","75144","1","2017","Normal","Star Wars","Licensed","Ultimate Collector Series","Snowspeeder","X","75144-1","199.99","169.99","229.99","199.99","05/05/2017 00:00:00","15/01/2019 00:00:00","1703","2","sw0826,sw0827,","Box","LEGO exclusive","6136359","6136358","5702015592789","","58.2","37.8","8.7","","","","","14","","11222","7083","8","27","X","3","405.0200","285.1200","Jordan Scott,","04/05/2017 00:00:00","31/12/2018 00:00:00"
"24083","75095","1","2015","Normal","Star Wars","Licensed","Ultimate Collector Series","TIE Fighter","X","75095-1","199.99","179.99","229.99","199.99","03/05/2015 00:00:00","20/09/2017 00:00:00","1685","1","sw0632,","Box","LEGO exclusive","6100618","6100617","5702015352383","","58.1914","48.006","9.0932","2.86","0.6","47","31","14","","13348","7609","8","19","X","8","313.1300","225.2000","","01/05/2015 00:00:00","31/12/2017 00:00:00"
"30201","75275","1","2020","Normal","Star Wars","Licensed","Ultimate Collector Series","A-wing Starfighter","X","75275-1","199.99","179.99","259.99","199.99","02/05/2020 00:00:00","21/11/2021 00:00:00","1673","1","sw1092,","Box","LEGO exclusive","6294186","6294185","5702016663488","","58.2","37.8","8.7","","27","42","26","18","","10730","4848","7","35","X","5","273.9400","200.6200","Hans Burkhard Schlömer,","01/05/2020 00:00:00","31/12/2021 00:00:00"
"4880","10144","1","2005","Normal","Star Wars","Licensed","Episode IV","Sandcrawler","X","10144-1","139.99","107.65","","","24/10/2007 00:00:00","20/01/2009 00:00:00","1669","11","sw0010,sw0028,sw0073a,sw0140,sw0141,sw0142,sw0145,sw0146,sw0147,","Box","LEGO exclusive","4249927","4249927","5702014426290","673419057288","57.6","38.4","9.6","","","","","12","","4922","5460","1","5","X","103","430.5700","276.3900","Hans Henrik Sidenius,","15/06/2005 00:00:00","31/12/2008 00:00:00"
"48876","75389","1","2024","Normal","Star Wars","Licensed","Rebuild the Galaxy","The Dark Falcon","X","75389-1","179.99","159.99","239.99","179.99","26/06/2024 00:00:00","04/02/2026 00:00:00","1579","6","sw1363,sw1364,sw1365,sw1366,sw1367,sw1368,","Box","Retail","6470446","6470445","5702017584454","673419389594","48","37.8","11.2","","12","43","32","10","","7233","3159","2","12","X","0","134.3900","110.0000","Henrik Rubin Saaby,Jan Neergaard Olesen,","01/08/2024 00:00:00","31/12/2026 00:00:00"
"22578","10240","1","2013","Normal","Star Wars","Licensed","Ultimate Collector Series","Red Five X-wing Starfighter","X","10240-1","199.99","169.99","249.99","199.99","05/05/2013 00:00:00","15/10/2015 00:00:00","1559","1","sw0217,","Box","LEGO exclusive","6025188","6025186","5702014975323","673419191869","58.1914","37.7952","8.7122","2.32","","","","16","","11513","8448","6","21","X","27","227.4800","126.6300","","01/06/2013 00:00:00","31/12/2015 00:00:00"
"48869","75394","1","2024","Normal","Star Wars","Licensed","Episode IV","Imperial Star Destroyer","X","75394-1","159.99","149.99","209.99","169.99","07/05/2024 00:00:00","04/02/2026 00:00:00","1555","7","sw1273,sw1326,sw1373,sw1374,sw1375,sw1376,sw1377,","Box","Retail","6474670","6474669","5702017600291","673419393706","45.6","28.2","13.6","","16","46","29","10","","6199","3945","2","6","X","9","162.1500","104.5200","","01/08/2024 00:00:00","31/12/2026 00:00:00"
"51001","75417","1","2025","Normal","Star Wars","Licensed","Ultimate Collector Series","AT-ST","X","75417-1","199.99","179.99","259.99","199.99","04/07/2025 00:00:00","04/02/2026 00:00:00","1513","1","sw1420,","Box","LEGO exclusive","6527543","6527542","5702017817668","673419406130","37.8","48","9.4","","37","22","22","18","","2415","2215","7","13","X","0","167.1300","140.0000","Niels Bundesen,","01/08/2025 00:00:00","31/12/2027 00:00:00"
"9288","10227","1","2012","Normal","Star Wars","Licensed","Ultimate Collector Series","B-wing Starfighter","X","10227-1","199.99","169.99","249.99","","01/10/2012 00:00:00","05/11/2013 00:00:00","1487","","","Box","LEGO exclusive","4657565","4657563","5702014846739","673419169189","58.2","48","12.7","","","","","16","","6762","8564","6","25","X","24","527.8400","343.2500","Henrik Andersen,","01/10/2012 00:00:00","31/12/2013 00:00:00"
"98","10134","1","2004","Normal","Star Wars","Licensed","Ultimate Collector Series","Y-wing Attack Starfighter","X","10134-1","120","109.99","","","","","1473","1","sw0029,","Box","LEGO exclusive","4219673","4219129","5702014369313","673419034890","57.6","38.4","9.6","","","","","14","","3011","5553","1","3","X","48","1375.0000","265.9900","","01/10/2004 00:00:00","31/07/2006 00:00:00"
"94","10129","1","2003","Normal","Star Wars","Licensed","Ultimate Collector Series","Rebel Snowspeeder","X","10129-1","130","","","","","","1457","","","Box","Retail - limited","4217947","4203232","5702014364936","","57.6","38.4","9.6","","","","","14","","2268","5411","1","4","X","25","900.0000","457.5000","Bjarke Lykke Madsen,","29/09/2003 00:00:00","31/07/2005 00:00:00"
"26722","75190","1","2017","Normal","Star Wars","Licensed","Episode VIII","First Order Star Destroyer","X","75190-1","159.99","129.99","179.99","149.99","02/09/2017 00:00:00","28/10/2019 00:00:00","1416","7","sw0667,sw0855,sw0856,sw0870,sw0871,sw0872,sw0873,","Box","Retail","6175767","6175766","5702015869911","673419267632","58.1914","37.7952","10.3124","2.299711","14","56","32","9","14","8397","4237","2","11","X","25","256.6800","132.7700","Hans Burkhard Schlömer,","01/09/2017 00:00:00","31/12/2018 00:00:00"
"27502","75212","1","2018","Normal","Star Wars","Licensed","Solo","Kessel Run Millennium Falcon","X","75212-1","169.99","149.99","199.99","169.99","14/04/2018 00:00:00","13/02/2020 00:00:00","1414","7","sw0920,sw0921,sw0922,sw0923,sw0924,sw0928,sw0929,","Box","Retail","6212706","6212705","5702016110609","673419282277","58.2","37.8","8.7","2.57","11","48","30","9","14","8815","4228","2","4","X","21","243.4800","157.1800","","20/04/2018 00:00:00","31/07/2019 00:00:00"
"7127","10198","1","2009","Normal","Star Wars","Licensed","Episode IV","Tantive IV","X","10198-1","149.99","122.99","199.99","","12/09/2009 00:00:00","06/01/2012 00:00:00","1408","5","sw0161a,sw0175,sw0187,sw0217,sw0256,","Box","LEGO exclusive","4557618","4530965","","673419121842","0","0","0","","","","","14","","6283","8348","2","13","X","60","382.7300","195.7100","Adam Grabowski,","01/09/2009 00:00:00","31/12/2011 00:00:00"
"47232","75357","1","2023","Normal","Star Wars","Licensed","Ahsoka","Ghost & Phantom II","X","75357-1","159.99","149.99","209.99","169.99","22/08/2023 00:00:00","11/01/2026 00:00:00","1394","5","sw1307,sw1308,sw1309,sw1310,sw1311,","Box","Retail","6431249","6431248","5702017433820","673419379014","48","37.8","9.4","","12","34","26","10","","9577","3546","2","10","X","13","164.9100","122.2800","Jme Wheeler,","01/09/2023 00:00:00","31/12/2025 00:00:00"
"26721","75189","1","2017","Normal","Star Wars","Licensed","Episode VIII","First Order Heavy Assault Walker","X","75189-1","149.99","129.99","169.99","139.99","02/09/2017 00:00:00","05/10/2019 00:00:00","1376","5","sw0667,sw0866,sw0867,sw0868,sw0869,","Box","Retail","6175765","6175764","5702015869904","673419267625","48.006","37.7952","9.398","1.82344","35","35","12","9","14","9350","4406","2","5","X","27","206.9300","121.9800","Jan Neergaard Olesen,","01/09/2017 00:00:00","31/07/2019 00:00:00"
"4766","6211","1","2006","Normal","Star Wars","Licensed","Episode IV","Imperial Star Destroyer","X","6211-1","99.99","79.99","","","24/10/2007 00:00:00","08/04/2008 00:00:00","1367","9","sw0036a,sw0040,sw0123,sw0154,sw0155,sw0156,sw0157,","Box","{Not specified}","4285000","4279469","5702014467736","673419078979","65.2","38.4","9.6","2.45","","","","9","14","9995","5694","4","5","X","180","425.8200","178.9800","","01/06/2006 00:00:00","31/12/2008 00:00:00"
"23036","66473","1","2013","Collection","Star Wars","Licensed","Product Collection","LEGO Star Wars Super Pack","X","66473-1","","","","","","","1360","","","{Not specified}","{Not specified}","","","","","","","","","","","","","","226","1536","0","0","X","0","1288.0000","261.2500","","",""
"23366","75055","1","2014","Normal","Star Wars","Licensed","Episode IV","Imperial Star Destroyer","X","75055-1","129.99","119.99","149.99","129.99","02/08/2014 00:00:00","28/10/2015 00:00:00","1359","7","sw0156,sw0582,sw0583,sw0584,sw0585,sw0586,","Box","Retail","6061439","6061438","5702015123785","673419210577","58.1914","37.7952","10.3124","2.66","","","","9","14","11808","7302","6","6","X","19","251.1700","131.8900","","01/06/2014 00:00:00","31/12/2015 00:00:00"
"29357","75257","1","2019","Normal","Star Wars","Licensed","Episode IX","Millennium Falcon","X","75257-1","169.99","149.99","209.99","169.99","04/10/2019 00:00:00","24/11/2024 00:00:00","1351","7","sw0527a,sw0532,sw0700,sw1051,sw1066,sw1067,sw1068,","Box","Retail","6251770","6251769","5702016370799","673419304429","58.2","37.8","8.7","","14","44","32","9","","14752","3583","4","4","X","14","149.7400","104.1600","César Soares,","04/10/2019 00:00:00","31/12/2024 00:00:00"
"31237","75315","1","2021","Normal","Star Wars","Licensed","The Mandalorian","Imperial Light Cruiser","X","75315-1","159.99","139.99","199.99","159.99","02/08/2021 00:00:00","19/11/2022 00:00:00","1336","6","sw1058,sw1113,sw1135,sw1159,sw1160,sw1161,","Box","Retail","6333008","6333006","5702016914443","673419340779","58.2","37.8","8.7","","13","58","22","10","","10004","4331","2","15","X","5","177.3500","144.6400","","01/08/2021 00:00:00","31/12/2022 00:00:00"
"5610","7662","1","2007","Normal","Star Wars","Licensed","Episode I","Trade Federation MTT","X","7662-1","99.99","78.29","","","24/10/2007 00:00:00","18/12/2008 00:00:00","1330","21","sw0001c,sw0095,sw0096,sw0164,","Box","{Not specified}","4498774","4495392","","673419091244","65.2","38.4","9.6","2.45","","","","","","8354","7545","2","3","X","247","1063.7200","392.5700","Hans Henrik Sidenius,","01/05/2007 00:00:00","31/12/2008 00:00:00"
"24227","75105","1","2015","Normal","Star Wars","Licensed","Episode VII","Millennium Falcon","X","75105-1","149.99","139.99","179.99","149.99","05/09/2015 00:00:00","20/11/2017 00:00:00","1329","7","sw0532,sw0661,sw0673,sw0674,sw0675,sw0676,sw0677,","Box","Retail","6100680","6100679","5702015352659","673419231619","58.1914","37.7952","8.7122","2.313319","14","47","32","9","14","24135","4401","2","12","X","35","153.0900","82.3500","Hans Burkhard Schlömer,","04/09/2015 00:00:00","31/12/2017 00:00:00"
"48803","75374","1","2024","Normal","Star Wars","Licensed","Skeleton Crew","The Onyx Cinder","X","75374-1","139.99","124.99","179.99","139.99","01/08/2024 00:00:00","23/11/2025 00:00:00","1325","5","sw1349,sw1350,sw1351,sw1352,sw1353,","Box","Retail","6470422","6470421","5702017584331","673419389471","","","","","11","36","27","10","","4294","1818","2","11","X","0","108.9600","98.8500","Jackson Hughes,","01/08/2024 00:00:00","31/12/2025 00:00:00"
"51545","66808","1","2025","Collection","Star Wars","Licensed","Product Collection","Epic Battle Set","X","66808-1","204.99","","","","","","1308","","","Box","Retail - limited","6578577","","","","55.7","28.7","13","","","","","9","","120","437","3","1","X","0","","","","01/08/2025 00:00:00","31/12/2025 00:00:00"
