SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate
"24230","75101","1","2015","Normal","Star Wars","Licensed","Episode VII","First Order Special Forces TIE Fighter","X","75101-1","69.99","64.99","89.99","69.99","05/09/2015 00:00:00","11/12/2017 00:00:00","517","4","sw0670,sw0671,sw0672,","Box","Retail","6174799","6100571","5702015352130","673419231282","35.4076","37.7952","7.0612","0.9207917","23","20","18","8","14","16914","4398","4","2","X","35","97.6800","46.6300","","04/09/2015 00:00:00","30/04/2016 00:00:00"
"29054","75241","1","2019","Normal","Star Wars","Licensed","Episode V","Action Battle Echo Base Defense","X","75241-1","59.99","54.99","79.99","58.48","01/04/2019 00:00:00","07/12/2020 00:00:00","504","6","sw1009,sw1014,sw1015,sw1016,sw1017,","Box","Retail","6251721","6251720","5702016370683","","38.2","26.2","7.1","","","","","8","","3022","1361","2","4","X","8","51.1100","31.5800","","01/04/2019 00:00:00","31/12/2020 00:00:00"
"48528","75387","1","2024","Normal","Star Wars","Licensed","Episode IV","Boarding the Tantive IV","X","75387-1","54.99","49.99","69.99","54.99","31/01/2024 00:00:00","16/10/2025 00:00:00","502","7","sw1249,sw1285,sw1326,sw1327,sw1328,sw1329,","Box","Retail","6470442","6470441","5702017584430","673419389570","35.4","19.1","9.1","","22","13","8","8","","15530","2658","2","8","X","18","46.8300","18.3600","Nathan Clark,","01/03/2024 00:00:00","31/12/2025 00:00:00"
"23786","75083","1","2015","Normal","Star Wars","Licensed","Rebels","AT-DP","X","75083-1","49.99","49.99","59.99","59.99","01/01/2015 00:00:00","20/11/2015 00:00:00","500","4","sw0578,sw0624,sw0625,","Box","Retail","6100558","6100557","5702015352093","673419231244","26.1874","38.2016","7.0612","0.79","28","22","17","8","14","8137","5121","2","8","X","14","129.0000","96.2100","","01/01/2015 00:00:00","31/12/2015 00:00:00"
"50851","75402","1","2025","Normal","Star Wars","Licensed","The Clone Wars","ARC-170 Starfighter","X","75402-1","69.99","59.99","89.99","69.99","03/12/2024 00:00:00","04/02/2026 00:00:00","497","4","sw1399,sw1400,sw1401,sw1402,","Box","Retail","6527519","6527518","5702017817460","673419406017","35.4","19.1","9.1","","29","36","8","9","","6388","2604","4","19","X","11","51.2000","40.4600","","01/01/2025 00:00:00","31/07/2027 00:00:00"
"29051","75240","1","2019","Normal","Star Wars","Licensed","Resistance","Major Vonreg's TIE Fighter","X","75240-1","69.99","64.99","89.99","68.23","01/04/2019 00:00:00","12/01/2021 00:00:00","496","4","sw1010,sw1011,sw1012,sw1013,","Box","Retail","6251719","6251718","5702016370676","","38.2","26.2","7.1","","16","23","18","8","","6786","3195","2","4","X","14","127.2800","82.9100","","01/04/2019 00:00:00","31/12/2020 00:00:00"
"8100","CELEBV","1","2010","Other","Star Wars","Licensed","Cube Dudes","Fan Celebration V - CubeDude - The Bounty Hunter Edition","X","CELEBV-1","75","","","","","","496","","","Box","Promotional","","","","","","","","","","","","","","270","804","0","0","X","5","122.9700","","","",""
"9861","75013","1","2013","Normal","Star Wars","Licensed","The Clone Wars","Umbaran MHC (Mobile Heavy Cannon)","X","75013-1","49.99","49.99","64.99","","28/12/2012 00:00:00","10/01/2015 00:00:00","493","4","sw0452,sw0453,sw0454,","Box","Retail - limited","6025095","6025094","5702014974852","","38.2","26.2","5.7","","","","","8","14","6835","5580","2","5","X","18","187.3000","93.0900","Jan Neergaard Olesen,","01/01/2013 00:00:00","31/12/2014 00:00:00"
"27795","75216","1","2018","Normal","Star Wars","Licensed","Episode VIII","Snoke's Throne Room","X","75216-1","69.99","64.99","89.99","69.99","01/08/2018 00:00:00","09/09/2019 00:00:00","492","5","sw0856,sw0866,sw0885,sw0947,","Box","Retail","6212784","6212783","5702016110647","673419282314","38.2","26.2","7.05","0.82","11","24","26","8","14","5834","3178","2","5","X","23","86.3400","60.9700","Jan Neergaard Olesen,","01/08/2018 00:00:00","31/07/2019 00:00:00"
"23367","75051","1","2014","Normal","Star Wars","Licensed","The Yoda Chronicles","Jedi Scout Fighter","X","75051-1","59.99","59.99","74.99","69.99","02/08/2014 00:00:00","27/11/2015 00:00:00","490","4","sw0570,sw0571,sw0572,sw0573,","Box","Retail","6061143","6061142","5702015122429","673419210140","48.006","28.194","6.096","0.97","","","","8","14","5927","4389","2","8","X","14","200.2100","104.0500","","01/06/2014 00:00:00","31/12/2015 00:00:00"
"30555","75286","1","2020","Normal","Star Wars","Licensed","Episode III","General Grievous's Starfighter","X","75286-1","79.99","74.99","119.99","79.99","24/08/2020 00:00:00","02/12/2021 00:00:00","487","3","sw0515,sw1082,sw1100,","Box","Retail","6289030","6289029","5702016617306","673419318518","38.2","26.2","7.1","0.83","30","17","8","9","","6625","4048","2","14","X","19","176.0400","133.3400","","01/08/2020 00:00:00","31/12/2021 00:00:00"
"8637","66377","1","2011","Collection","Star Wars","Licensed","Product Collection","Star Wars Super Pack 3 in 1","X","66377-1","","","","","","","484","","","{Not specified}","{Not specified}","","4626642","5702014774735","","54","28.2","7.9","","","","","8","14","307","1331","1","0","X","0","460.1700","156.6600","","01/02/2011 00:00:00","31/12/2011 00:00:00"
"29386","77901","1","2019","Normal","Star Wars","Licensed","Promotional","Sith Trooper Bust","X","77901-1","","","","","","","484","","","Box","Promotional","6289258","","","673419317634","","","","","","","","9","","670","2325","0","1","X","0","442.2400","97.6000","Niels M. Frederiksen,","",""
"6217","7672","1","2008","Normal","Star Wars","Licensed","The Force Unleashed","Rogue Shadow","X","7672-1","49.99","48.95","","","22/12/2007 00:00:00","24/06/2009 00:00:00","482","3","sw0180,sw0181,sw0182,","Box","Retail","4517223","4512534","","673419102636","48","28.8","7.2","0.99","","","","8","12","7287","4860","2","5","X","148","510.4800","212.2600","","01/01/2008 00:00:00","31/12/2009 00:00:00"
"22973","75046","1","2014","Normal","Star Wars","Licensed","The Clone Wars","Coruscant Police Gunship","X","75046-1","49.99","49.99","59.99","59.99","18/02/2014 00:00:00","14/12/2015 00:00:00","481","4","sw0452,sw0531,sw0542,","Box","Retail","6061135","6061134","5702015122382","","38.2016","26.1874","7.0612","0.83","","","","8","14","4857","6189","2","2","X","9","323.2300","193.2100","","01/01/2014 00:00:00","31/12/2015 00:00:00"
"8589","7961","1","2011","Normal","Star Wars","Licensed","Episode I","Darth Maul's Sith Infiltrator","X","7961-1","69.99","59.99","89.99","","19/07/2011 00:00:00","22/10/2012 00:00:00","479","4","sw0321,sw0322,sw0323,sw0324,","Box","Retail","4612207","4589026","5702014736924","673419145879","54","28.19","5.89","1","","","","8","14","9663","4921","4","13","X","39","155.2800","63.8300","","01/06/2011 00:00:00","31/12/2012 00:00:00"
"31233","75311","1","2021","Normal","Star Wars","Licensed","The Mandalorian","Imperial Armored Marauder","X","75311-1","39.99","34.99","49.99","39.99","02/08/2021 00:00:00","28/12/2022 00:00:00","478","4","sw1156,sw1157,sw1167,sw1168,","Box","Retail","6332989","6332988","5702016914214","673419340977","35.4","19.1","7","","19","10","8","8","","14290","2763","2","13","X","23","47.2000","35.0700","Jan Neergaard Olesen,","01/08/2021 00:00:00","31/12/2022 00:00:00"
"30755","75301","1","2021","Normal","Star Wars","Licensed","Episode IV","Luke Skywalker's X-wing Fighter","X","75301-1","49.99","44.99","69.99","49.99","02/01/2021 00:00:00","05/02/2024 00:00:00","474","4","sw1036,sw1085,sw1139,sw1140,","Box","Retail","6332971","6332970","5702016913965","673419340724","38.2","26.2","7.1","0.71","31","28","8","9","","20684","2977","2","5","X","41","55.4700","34.9900","Henrik Andersen,","01/01/2021 00:00:00","31/12/2023 00:00:00"
"51836","75421","1","2026","Normal","Star Wars","Licensed","SMART Play","Darth Vader's TIE Fighter","X","75421-1","69.99","59.99","","69.99","10/01/2026 00:00:00","04/02/2026 00:00:00","473","","","Box","Retail","6527549","6527548","5702017817682","673419406154","","","","","","","","8","","29","497","0","15","X","0","","","Peter Carmichael,","",""
"5589","7659","1","2007","Normal","Star Wars","Licensed","Episode IV","Imperial Landing Craft","X","7659-1","49.99","48.95","","","24/10/2007 00:00:00","19/12/2008 00:00:00","471","5","sw0035b,sw0036b,sw0109a,","Box","{Not specified}","4498194","4495388","5702014498723","673419090742","48","28.8","7.2","0.92","","","","","","8460","3837","1","2","X","181","168.7300","72.6300","","01/01/2007 00:00:00","31/12/2008 00:00:00"
"6378","7674","1","2008","Normal","Star Wars","Licensed","The Clone Wars","V-19 Torrent","X","7674-1","54.99","48.95","","","28/07/2008 00:00:00","04/12/2009 00:00:00","471","1","sw0191,","Box","{Not specified}","4517228","4512537","5702014517448","673419102674","48","28.8","7.2","0.99","","","","","","8611","5219","2","5","X","127","350.0000","114.7100","","26/07/2008 00:00:00","31/12/2009 00:00:00"
"30757","75305","1","2021","Normal","Star Wars","Licensed","Helmet Collection","Scout Trooper Helmet","X","75305-1","49.99","44.99","69.99","49.99","26/03/2021 00:00:00","07/12/2022 00:00:00","471","","","Box","Retail","6332980","6332979","5702016914504","673419340861","19.1","35.4","9.1","","18","11","12","18","","15169","2644","8","20","X","10","79.2700","49.7100","Hans Burkhard Schlömer,","26/04/2021 00:00:00","31/12/2022 00:00:00"
"3829","7184","1","2000","Normal","Star Wars","Licensed","Episode I","Trade Federation MTT","X","7184-1","50","","","","","","470","7","sw0001b,","Box","Retail","1031109","1031109","5702012008528","","38.4","28.8","7.2","","","","","","","3634","3246","1","0","X","49","250.0000","127.2900","","01/05/2000 00:00:00","31/12/2001 00:00:00"
"29685","75272","1","2020","Normal","Star Wars","Licensed","Episode IX","Sith TIE Fighter","X","75272-1","79.99","64.99","109.99","69.99","02/01/2020 00:00:00","13/11/2021 00:00:00","470","3","sw0902,sw1066,sw1087,","Box","Retail","6289004","6289003","5702016617184","673419318396","35.4","37.8","7.1","1.01","21","24","22","9","","7921","3046","2","5","X","17","66.7500","39.9400","Henrik Andersen,","01/01/2020 00:00:00","31/07/2021 00:00:00"
"9202","9499","1","2012","Normal","Star Wars","Licensed","Episode I","Gungan Sub","X","9499-1","69.99","54.99","89.99","","23/07/2012 00:00:00","05/12/2013 00:00:00","465","4","sw0301,sw0387,sw0409,sw0410,","Box","Retail","4654354","4636423","5702014840966","673419167932","35.4","37.8","7.1","0.91","","","","8","14","8470","6219","4","7","X","5","424.1900","272.6400","Jan Neergaard Olesen,","01/06/2012 00:00:00","31/12/2013 00:00:00"
"27500","75210","1","2018","Normal","Star Wars","Licensed","Solo","Moloch's Landspeeder","X","75210-1","39.99","44.99","49.99","49.99","14/04/2018 00:00:00","04/12/2019 00:00:00","464","2","sw0917,sw0918,","Box","Retail","6212689","6212688","5702016110586","673419282253","28.2","26.2","7.6","0.65","16","11","6","8","12","7551","2584","2","4","X","11","47.5700","36.1000","","20/04/2018 00:00:00","31/07/2019 00:00:00"
"30896","77904","1","2020","Normal","Star Wars","Licensed","Promotional","Nebulon-B Frigate","X","77904-1","39.99","","","","","","459","","","Box","Retail - limited","6321243","","","673419333801","26.2","19.1","7.2","","19","31","7","9","","3525","4411","1","6","X","4","215.4200","145.0000","Henrik Andersen,","01/10/2020 00:00:00","31/10/2020 00:00:00"
"9079","9495","1","2012","Normal","Star Wars","Licensed","Episode IV","Gold Leader's Y-wing Starfighter","X","9495-1","49.99","49.99","64.99","","02/02/2012 00:00:00","29/11/2013 00:00:00","458","3","sw0369,sw0370,sw0371,","Box","Retail - limited","4654385","4654384","5702014841093","673419168052","48","28.2","6.1","","","","","8","14","8974","5322","2","6","X","40","97.4300","64.6400","Jan Neergaard Olesen,","01/01/2012 00:00:00","31/12/2013 00:00:00"
"26712","75178","1","2017","Normal","Star Wars","Licensed","Episode VII","Jakku Quadjumper","X","75178-1","49.99","54.99","64.99","59.99","02/06/2017 00:00:00","03/01/2019 00:00:00","457","5","sw0661,sw0676,sw0677,sw0723,sw0842,","Box","Retail","6175747","6175746","5702015868518","673419266932","38.2016","26.2128","5.6388","0.680388","15","19","9","8","14","6928","3203","2","4","X","4","76.2700","47.6000","Jan Neergaard Olesen,","01/06/2017 00:00:00","31/12/2018 00:00:00"
"5588","7658","1","2007","Normal","Star Wars","Licensed","Episode IV","Y-wing Fighter","X","7658-1","39.99","39.99","","","24/10/2007 00:00:00","18/09/2008 00:00:00","454","2","sw0029,sw0094,","Box","{Not specified}","4498195","4495387","5702014498730","673419090759","43.2","28.8","6","0.69","","","","","","8691","3452","1","2","X","144","138.7400","53.2200","Hans Henrik Sidenius,","01/01/2007 00:00:00","31/07/2008 00:00:00"
"7578","8095","1","2010","Normal","Star Wars","Licensed","The Clone Wars","General Grievous' Starfighter","X","8095-1","49.99","45.99","69.99","","30/07/2010 00:00:00","15/04/2012 00:00:00","454","3","sw0216a,sw0226,sw0254,","Box","Retail","4567490","4559585","","673419129107","48.01","28.19","6.1","0.78","","","","8","14","12997","5142","2","15","X","92","168.3200","66.3200","","01/06/2010 00:00:00","31/07/2012 00:00:00"
"26732","75532","1","2017","Normal","Star Wars","Licensed","Buildable Figures","Scout Trooper & Speeder Bike","X","75532-1","54.99","49.99","69.99","54.99","02/06/2017 00:00:00","28/11/2018 00:00:00","452","","","Box","Retail","6175313","6175312","5702015868242","673419266697","38.2016","26.2128","7.0612","0.7665705","","","","10","14","6311","2866","4","4","X","0","96.5400","44.8700","","01/06/2017 00:00:00","31/12/2018 00:00:00"
"50709","75404","1","2025","Normal","Star Wars","Licensed","Starship Collection","Acclamator-class Assault Ship","X","75404-1","49.99","44.99","64.99","49.99","03/12/2024 00:00:00","04/02/2026 00:00:00","450","","","Box","Retail","6527523","6527522","5702017817262","673419406031","28.2","26.2","5.9","","15","23","13","18","","5263","1796","7","10","X","3","40.7300","28.5100","Jme Wheeler,","01/01/2025 00:00:00","31/07/2026 00:00:00"
"26050","75153","1","2016","Normal","Star Wars","Licensed","Rogue One","AT-ST Walker","X","75153-1","39.99","44.99","49.99","49.99","01/10/2016 00:00:00","09/11/2017 00:00:00","449","3","sw0783,sw0784,sw0797,","Box","Retail","6136708","6136707","","673419248587","28.194","26.2128","5.8928","0.6441007","24","16","13","8","14","19382","4550","2","7","X","55","92.2100","46.9900","Jordan Scott,Niels M. Frederiksen,","30/09/2016 00:00:00","31/12/2017 00:00:00"
"23365","75050","1","2014","Normal","Star Wars","Licensed","Episode VI","B-wing™","X","75050-1","49.99","49.99","59.99","59.99","02/08/2014 00:00:00","21/11/2015 00:00:00","448","3","sw0556,sw0557,sw0558,","Box","Retail","6061141","6061140","5702015122412","673419210133","38.2016","26.1874","7.0612","0.8","","","","8","14","10733","5479","2","7","X","30","155.9300","89.9700","","01/06/2014 00:00:00","31/12/2015 00:00:00"
"24229","75100","1","2015","Normal","Star Wars","Licensed","Episode VII","First Order Snowspeeder","X","75100-1","39.99","39.99","49.99","49.99","05/09/2015 00:00:00","03/12/2016 00:00:00","444","3","sw0656,sw0657,","Box","Retail","6100567","6100566","5702015352123","673419231275","28.194","26.2128","5.8928","0.6350288","10","22","16","8","14","11653","3312","2","2","X","20","53.1000","25.2100","","04/09/2015 00:00:00","31/12/2016 00:00:00"
"3830","7186","1","2001","Normal","Star Wars","Licensed","Episode I","Watto's Junkyard","X","7186-1","50","39.99","","","","","443","2","sw0038,sw0979,","Box","Retail","1033544","1033544","5702012012587","042884071868","38.4","28.8","7.2","","","","","","","2511","3471","1","0","X","21","762.5200","349.5800","","01/01/2001 00:00:00","31/12/2001 00:00:00"
"24220","75092","1","2015","Normal","Star Wars","Licensed","Episode I","Naboo Starfighter","X","75092-1","49.99","54.99","59.99","64.99","01/06/2015 00:00:00","03/12/2016 00:00:00","442","9","sw0001c,sw0415,sw0527,sw0592,sw0640,sw0641,sw0642,","Box","Retail","6100610","6100609","5702015352154","673419231312","38.2016","26.2128","5.6642","0.7257472","35","25","5","8","14","9123","5044","2","9","X","9","148.6600","90.9900","Niels M. Frederiksen,","01/06/2015 00:00:00","31/12/2016 00:00:00"
"51946","75422","1","2026","Normal","Star Wars","Licensed","","Yoda's Hut and Jedi Training","X","75422-1","69.99","59.99","","69.99","28/01/2026 00:00:00","04/02/2026 00:00:00","440","","","Box","{Not specified}","6527551","6527550","5702017817699","673419406161","","","","","","","","8","","11","305","0","16","X","0","","","Peter Carmichael,","",""
"22969","75042","1","2014","Normal","Star Wars","Licensed","Episode III","Droid Gunship","X","75042-1","49.99","44.99","59.99","49.99","18/02/2014 00:00:00","21/11/2015 00:00:00","439","4","sw0001c,sw0092,sw0518,sw0532,","Box","Retail","6061125","6061124","5702015119542","673419210065","38.2016","26.1874","7.0612","0.63","","","","8","14","7164","4005","2","2","X","13","102.7300","66.7600","","01/01/2014 00:00:00","31/12/2015 00:00:00"
"5508","6212","1","2006","Normal","Star Wars","Licensed","Episode V","X-wing Fighter","X","6212-1","49.99","45.99","79.99","","24/10/2007 00:00:00","07/09/2011 00:00:00","437","6","sw0011a,sw0028,sw0088,sw0089,sw0090,sw0113,","Box","Retail","4499460","4499251","5702014501034","673419092159","48","28.8","6","","","","","","","13190","3791","2","3","X","240","122.8400","51.0200","Hans Henrik Sidenius,","01/09/2006 00:00:00","31/07/2011 00:00:00"
"15482","66221","1","2006","Collection","Star Wars","Licensed","Product Collection","Bonus/Value Pack","X","66221-1","","","","","","","437","","","{Not specified}","{Not specified}","","","","","","","","","","","","","","113","819","0","0","X","0","","","","",""
"5033","6208","1","2006","Normal","Star Wars","Licensed","Episode VI","B-wing Fighter","X","6208-1","34.99","24.99","","","24/10/2007 00:00:00","21/12/2007 00:00:00","435","2","sw0032a,sw0153,","Box","Retail","4284997","4279460","5702014467705","673419078931","38.4","28.8","6","0.78","","","","","","8706","3498","2","5","X","129","160.6300","64.5200","","01/01/2006 00:00:00","31/07/2007 00:00:00"
"22972","75045","1","2014","Normal","Star Wars","Licensed","The Clone Wars","Republic AV-7 Anti-Vehicle Cannon","X","75045-1","39.99","44.99","49.99","49.99","18/02/2014 00:00:00","08/12/2015 00:00:00","434","4","sw0441a,sw0537,sw0538,","Box","Retail","6061133","6061132","5702015122375","","28.194","26.1874","7.5946","0.62","","","","8","14","5406","6014","2","2","X","10","264.7200","157.2800","","01/01/2014 00:00:00","31/12/2015 00:00:00"
"48322","66778","1","2023","Collection","Star Wars","Licensed","Product Collection","Star Wars Mech 3-Pack","X","66778-1","47.97","","","","","","432","","","Box","Retail - limited","6471767","","","","43.2","16.1","6.5","","","","","","","357","291","0","1","X","0","67.2900","34.9900","","01/09/2023 00:00:00","31/12/2023 00:00:00"
"30754","75300","1","2021","Normal","Star Wars","Licensed","Episode IV","Imperial TIE Fighter","X","75300-1","44.99","39.99","59.99","44.99","02/01/2021 00:00:00","01/03/2024 00:00:00","432","3","sw1136,sw1137,sw1138,","Box","Retail","6332848","6332847","5702016913606","673419340137","28.2","26.2","7.6","","17","14","15","8","","20307","3001","2","5","X","20","53.7700","33.2700","","01/01/2021 00:00:00","31/12/2023 00:00:00"
"6377","7673","1","2008","Normal","Star Wars","Licensed","The Clone Wars","Magna Guard Starfighter","X","7673-1","44.99","39.15","","","28/07/2008 00:00:00","02/12/2009 00:00:00","431","2","sw0190,","Box","{Not specified}","4517227","4512536","","673419102667","43.2","28.8","7.2","0.77","","","","","","7946","4428","1","4","X","97","268.5700","96.3700","Jan Neergaard Olesen,","26/07/2008 00:00:00","31/12/2009 00:00:00"
"10162","75014","1","2013","Normal","Star Wars","Licensed","Episode V","Battle of Hoth","X","75014-1","49.99","39.99","64.99","","28/12/2012 00:00:00","15/12/2013 00:00:00","426","7","sw0291,sw0459,sw0460,sw0461,sw0462,sw0463,","Box","Retail - limited","6025093","6025092","5702014974845","673419191494","38.2","26.2","5.7","","","","","8","14","5382","5174","4","7","X","17","179.0700","83.2000","","01/01/2013 00:00:00","31/12/2013 00:00:00"
"7642","8099","1","2010","Normal","Star Wars","Licensed","Episode IV","Midi-scale Imperial Star Destroyer","X","8099-1","39.99","34.99","49.99","","02/08/2010 00:00:00","11/01/2011 00:00:00","423","","","Box","Retail","4567495","4561518","5702014601369","673419129145","38.2","26.2","5.7","","","","","9","14","5105","3654","2","6","X","42","101.9700","74.4000","Jan Neergaard Olesen,","01/08/2010 00:00:00","31/12/2010 00:00:00"
"51546","66804","1","2025","Collection","Star Wars","Licensed","Product Collection","Star Wars: The Clone Wars and The Mandalorian Gift Set","X","66804-1","44.99","","","","","","423","","","Box","Retail - limited","6578573","","","","49.5","19.7","4.9","","","","","7","","400","189","0","0","X","0","63.1300","","","01/08/2025 00:00:00","31/12/2025 00:00:00"
"4095","8011","1","2002","Normal","Star Wars","Licensed","Technic","Jango Fett","X","8011-1","30","29.99","","","","","422","","","Box","Retail","4162658","4162657","5702014151871","","24","28.8","6","","","","","","","2927","1795","1","0","X","28","126.7500","28.9200","","23/04/2002 00:00:00","31/12/2003 00:00:00"
"26602","75171","1","2017","Normal","Star Wars","Licensed","Rogue One","Battle on Scarif","X","75171-1","49.99","54.99","64.99","59.99","17/02/2017 00:00:00","25/11/2017 00:00:00","419","4","sw0813,sw0814,sw0815,","Box","Retail","6175206","6175205","5702015867603","673419265836","38.2016","26.2128","7.0612","0.7801782","10","25","22","8","14","8156","4502","2","9","X","16","166.3500","141.7800","Niels M. Frederiksen,","01/01/2017 00:00:00","31/12/2017 00:00:00"
"8099","COMCON012","1","2010","Other","Star Wars","Licensed","Cube Dudes","San Diego Comic Con 2010 Exclusive - CubeDude - The Clone Wars Edition","X","COMCON012-1","75","","","","","","416","","","Box","Promotional","","","","","","","","","","","","","","268","742","0","0","X","0","306.5000","117.4400","","",""
"7547","66308","1","2009","Collection","Star Wars","Licensed","Product Collection","3 in 1 Superpack","X","66308-1","","","","","","","414","","","{Not specified}","{Not specified}","","","","","","","","","","","","7","12","302","1190","0","0","X","4","245.3100","219.4100","","",""
"8797","9492","1","2012","Normal","Star Wars","Licensed","Episode IV","TIE Fighter","X","9492-1","54.99","49.99","69.99","","02/02/2012 00:00:00","17/02/2014 00:00:00","413","4","sw0268a,sw0374,sw0375,sw0376,","Box","Retail","6018724","4654169","5702014840454","673419153782","35.4","37.8","7.1","0.78","","","","8","14","15775","5331","2","5","X","95","80.1800","49.6400","","01/01/2012 00:00:00","31/12/2013 00:00:00"
"3874","7262","1","2004","Normal","Star Wars","Licensed","Episode IV","TIE Fighter and Y-wing","X","7262-1","50","","","","","","412","3","sw0004a,sw0029,sw0033a,","Box","Retail","4256827","4259765","","673419039718","48","28.8","6","","","","","","","1655","2454","1","3","X","28","243.3500","140.6500","","01/09/2004 00:00:00","31/01/2005 00:00:00"
"32503","75325","1","2022","Normal","Star Wars","Licensed","The Book of Boba Fett","The Mandalorian's N-1 Starfighter","X","75325-1","59.99","59.99","79.99","64.99","16/02/2022 00:00:00","04/02/2026 00:00:00","412","4","sw1113,sw1210,sw1211,sw1212,","Box","Retail","6378930","6378863","5702017155517","673419357456","38.2","26.2","5.7","","42","29","7","9","","17843","3554","7","7","X","14","38.0100","28.9400","Henrik Andersen,","01/06/2022 00:00:00","31/07/2026 00:00:00"
"3819","7152","1","2002","Normal","Star Wars","Licensed","Episode IV","TIE Fighter & Y-wing","X","7152-1","50","","","","","","410","3","sw0004,sw0029,sw0033,","Box","Retail","","","","042884071516","43.2","28.8","6","","","","","","","1641","2404","1","0","X","13","234.8600","134.9900","","01/10/2002 00:00:00","31/12/2002 00:00:00"
"3817","7150","1","1999","Normal","Star Wars","Licensed","Episode IV","TIE Fighter & Y-wing","X","7150-1","50","","","","","","409","3","sw0004,sw0029,sw0033,","Box","Retail","1029361","1029361","5702012002687","042884071509","43.2","28.8","6","","","","","","","8149","3028","1","0","X","55","234.3000","79.4600","","22/02/1999 00:00:00","31/12/2000 00:00:00"
"24959","75139","1","2016","Normal","Star Wars","Licensed","Episode VII","Battle on Takodana","X","75139-1","59.99","54.99","74.99","59.99","02/01/2016 00:00:00","20/12/2017 00:00:00","409","5","sw0667,sw0676,sw0703,sw0717,","Box","Retail","6135797","6135795","5702015592079","673419247801","38.2016","26.2128","5.6388","0.7166753","11","24","15","8","14","13505","2895","2","11","X","19","53.8900","29.5300","","01/01/2016 00:00:00","31/12/2017 00:00:00"
"32404","75334","1","2022","Normal","Star Wars","Licensed","Obi-Wan Kenobi","Obi-Wan Kenobi vs. Darth Vader","X","75334-1","49.99","44.99","64.99","49.99","09/06/2022 00:00:00","06/03/2024 00:00:00","408","4","sw1225,sw1226,sw1227,sw1228,","Box","{Not specified}","6378939","6378872","5702017155609","673419357548","28.2","26.2","7.6","","24","19","9","8","","9468","1780","2","10","X","18","35.0000","22.5700","","01/08/2022 00:00:00","31/12/2023 00:00:00"
"22776","YODACHRON","1","2013","Other","Star Wars","Licensed","Promotional","Holocron Chamber","X","YODACHRON-1","","","","","","","408","3","sw0446a,sw0516,sw0517,","Box","Promotional","","","","","","","","","","","","","","233","1872","0","0","X","0","4885.9000","262.6000","","",""
"6794","8018","1","2009","Normal","Star Wars","Licensed","The Clone Wars","Armored Assault Tank (AAT)","X","8018-1","49.99","39.99","64.99","","28/12/2008 00:00:00","28/11/2010 00:00:00","407","7","sw0001b,sw0201,sw0219,sw0230,","Box","{Not specified}","4540013","4534753","","673419111812","48.01","28.2","6.1","0.79","","","","8","14","12012","5389","1","3","X","217","381.6700","77.8600","Bjarke Lykke Madsen,","01/01/2009 00:00:00","31/12/2010 00:00:00"
"9265","9525","1","2012","Normal","Star Wars","Licensed","The Clone Wars","Pre Vizsla's Mandalorian Fighter","X","9525-1","49.99","49.99","59.99","","23/07/2012 00:00:00","03/05/2014 00:00:00","403","3","sw0197,sw0296,sw0416,","Box","Retail - limited","4654378","4636429","5702014841062","","35.4","37.8","7.1","","","","","8","14","7585","6297","4","7","X","13","330.5800","172.0000","Jan Neergaard Olesen,","01/08/2012 00:00:00","31/12/2013 00:00:00"
"3871","7259","1","2005","Normal","Star Wars","Licensed","Episode III","ARC-170 Fighter","X","7259-1","40","29.99","","","","","396","4","sw0029,sw0118,","Box","Retail","4250418","4242689","5702014426238","673419057240","43.2","28.8","6","0.7","","","","","","9288","3890","2","4","X","250","296.0000","106.1800","","01/03/2005 00:00:00","31/12/2006 00:00:00"
"7212","8088","1","2010","Normal","Star Wars","Licensed","Episode III","ARC-170 Starfighter","X","8088-1","59.99","49.99","79.99","","30/12/2009 00:00:00","05/05/2012 00:00:00","396","4","sw0163,sw0265,sw0266,sw0267,","Box","{Not specified}","4567485","4559579","5702014601277","673419129053","54","28.19","5.89","0.92","","","","8","14","12858","7268","2","13","X","169","383.7500","121.5700","","01/01/2010 00:00:00","31/07/2012 00:00:00"
"15480","66150","1","2006","Collection","Star Wars","Licensed","Product Collection","Bonus/Value Pack","","","","","","","","","396","","","{Not specified}","{Not specified}","","","","","","","","","","","","","","50","440","0","0","X","0","","","","",""
"29052","75242","1","2019","Normal","Star Wars","Licensed","Resistance","Black Ace TIE Interceptor","X","75242-1","49.99","44.99","69.99","48.73","01/04/2019 00:00:00","08/12/2020 00:00:00","396","3","sw1018,sw1019,sw1034,","Box","Retail","6251723","6251722","5702016370690","","35.4","19.1","7","","36","21","8","8","","5133","2484","2","4","X","4","65.3400","46.7700","César Soares,","01/04/2019 00:00:00","31/12/2020 00:00:00"
